Mission Class,Description Key,Contract Intel,Cooldown,Reward,Reward Currency,Time Limit,Efficiency,Mission Difficulty,Record GUID,Record Path
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopper_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,586afd29-6dc4-4ffb-8e85-2607991fa373,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcopper_template.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopperQuartz_Stanton1_SmallGrade,Covalex_HaulCargo_MultiToSingle_desc_RawOre_Stanton1,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,f53f5667-9d2c-4cc9-a6a8-9018b29575a2,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcopperquartz_stanton1_smallgrade.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopperQuartz_Stanton1,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,70eb60e2-bd1e-4cb4-b634-d9b9b2e09abe,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcopperquartz_stanton1.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopperQuartz_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,d0ded842-049c-44a5-9d9d-2cc5adfd727f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcopperquartz_template.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopperTitanium_Stanton2_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,bf33c652-032a-45f9-ac9d-919eed8d9b81,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcoppertitanium_stanton2_smallgrade.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopperTitanium_Stanton2,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,df315d51-8a6f-456d-ba4f-022206f424b0,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcoppertitanium_stanton2.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronCopperTitanium_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,792646dd-c660-4664-b207-b3ef05ac7df0,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironcoppertitanium_template.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronQuartz_Stanton1_SmallGrade,Covalex_HaulCargo_MultiToSingle_desc_RawOre_Stanton1,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,9f2d89c9-8bd5-4b9f-80ec-d62cf278f8e4,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironquartz_stanton1_smallgrade.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronQuartz_Stanton1,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,94b13d15-ba93-4898-9d04-5a3772a267e9,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironquartz_stanton1.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_IronQuartz_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,ebbc3d6f-4558-4ab3-b084-ca3a6b98c8c1,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_ironquartz_template.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_QuartzCorundum_Stanton4_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,d47219d7-6f34-429c-ac88-053d973f2078,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_quartzcorundum_stanton4_smallgrade.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_QuartzCorundum_Stanton4,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,ce6eaf7a-6faa-49b8-a1ae-eb9cc0b39986,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_quartzcorundum_stanton4.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_QuartzCorundum_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,fe9bffc0-2e51-4f6a-9d29-16abc8abe4f9,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_quartzcorundum_template.xml
HaulCargo_Multi2ToSingle_RawOre_Mixed_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,adfcde98-50eb-458d-ab99-d5c45e658e3c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_mixed_template.xml
HaulCargo_Multi2ToSingle_RawOre_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,2f5993b2-8d21-48f0-b92d-fc80affb8590,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_rawore_template.xml
HaulCargo_Multi2ToSingle_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,8f948547-27cf-4802-9d49-e4ac69a0172a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_template.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton2_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,de97f9b5-e0b7-4889-a03d-9c8eade23de2,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton2_smallgrade.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton2_SmallGrade1,HaulCargo_MultiToSingle_desc,"Reward: 42,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,42000,UEC,300,,2,da881875-63a3-4895-bc57-75754e7710c4,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton2_smallgrade1.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton2,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,4835d038-6eb5-4eab-926f-e3c20aeb0518,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton2.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton3_SmallGrade,Covalex_HaulCargo_MultiToSingle_desc_ScrapWaste_Stanton3,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,5c7aa67c-0b8f-470d-bbbf-e7a4d97d32c2,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton3_smallgrade.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton3_SmallGrade1,Covalex_HaulCargo_MultiToSingle_desc_ScrapWaste_Stanton3,"Reward: 44,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,44000,UEC,300,,2,621b019c-e2b4-482b-b2f6-1ab2beb2bd2e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton3_smallgrade1.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton3,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,1fa50eae-f287-41e6-9ca5-bec09300b49e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton3.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton4_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,bd590efa-7787-429a-8cdf-3b5c517b0fa4,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton4_smallgrade.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton4_SmallGrade1,HaulCargo_MultiToSingle_desc,"Reward: 59,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,59750,UEC,300,,3,93aba36c-c0d0-4285-adcb-d238dc8a6e36,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton4_smallgrade1.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton4_SmallGrade2,HaulCargo_MultiToSingle_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,50250,UEC,300,,2,cc403be4-92e5-40c5-9cac-c80d078a777d,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton4_smallgrade2.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton4_SupplyGrade,HaulCargo_MultiToSingle_desc,"Reward: 84,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,84000,UEC,300,,3,1780c3b7-acd5-434f-906a-9a45f251a1f5,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton4_supplygrade.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_Stanton4,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,4279c2cf-e9fa-4516-be50-869f822e9e44,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_stanton4.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_ScrapWaste_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,f062c327-f691-436b-83d2-bbc8b904901a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_scrapwaste_template.xml
HaulCargo_Multi2ToSingle_Waste_Mixed_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,ba732f95-3508-43c9-9046-43c3c1221b2a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_mixed_template.xml
HaulCargo_Multi2ToSingle_Waste_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,320c912f-74b1-46ca-a00b-3875747cd992,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_template.xml
HaulCargo_Multi2ToSingle_Waste_Waste_CrossStanton,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,6306c3c9-c05d-4385-9a8e-0f1e2a4a7bcf,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_waste_crossstanton.xml
HaulCargo_Multi2ToSingle_Waste_Waste_Stanton_BulkGrade,HaulCargo_MultiToSingle_desc,"Reward: 136,500 aUEC\nTime Limit: 480 min\nCooldown: 20 min",20 min,136500,UEC,480,,2,d311e789-97af-4faa-9e1b-521f00cd56af,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_waste_stanton_bulkgrade.xml
HaulCargo_Multi2ToSingle_Waste_Waste_Stanton1_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 76,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,76750,UEC,300,,3,67fc6550-f96c-49a8-890e-1bb8da41bb07,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_waste_stanton1_smallgrade.xml
HaulCargo_Multi2ToSingle_Waste_Waste_Stanton1_SmallGrade1,Covalex_HaulCargo_MultiToSingle_Waste_Waste_Stanton1,"Reward: 50,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,50250,UEC,300,,2,86b58535-a9eb-452d-911a-52c7092f7daa,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_waste_stanton1_smallgrade1.xml
HaulCargo_Multi2ToSingle_Waste_Waste_Stanton1_SupplyGrade,Covalex_HaulCargo_MultiToSingle_Waste_Waste_Stanton1,"Reward: 71,250 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,71250,UEC,300,,3,49628c1d-c392-45e3-8ea3-974dc9c67d1c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_waste_stanton1_supplygrade.xml
HaulCargo_Multi2ToSingle_Waste_Waste_Stanton1,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,6877463a-b91f-414e-9080-5061e79ca617,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_waste_stanton1.xml
HaulCargo_Multi2ToSingle_Waste_Waste_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,fb3a3126-961b-402e-8bf2-60d5afe71dcc,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi2tosingle_waste_waste_template.xml
HaulCargo_Multi3ToSingle_RawOre_Iron_Stanton1_SmallGrade,Covalex_HaulCargo_MultiToSingle_desc_RawOre_Stanton1,"Reward: 118,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,118750,UEC,300,,3,daf39b94-0a74-4395-9b31-551bdd211b73,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_rawore_iron_stanton1_smallgrade.xml
HaulCargo_Multi3ToSingle_RawOre_Iron_Stanton1,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,6c1d3b13-5bf6-4710-81aa-04f0f2d8f933,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_rawore_iron_stanton1.xml
HaulCargo_Multi3ToSingle_RawOre_Iron_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,551b3ba8-0d07-46c0-b2c2-11bf27003a21,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_rawore_iron_template.xml
HaulCargo_Multi3ToSingle_RawOre_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,bd1feb27-504c-4208-ae5c-aca0756b2878,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_rawore_template.xml
HaulCargo_Multi3ToSingle_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,9b6b26aa-ed13-46fe-9649-147cc9757c1a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_template.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_ScrapWaste_Stanton2_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 67,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,67500,UEC,300,,2,63c0dd93-724e-4963-bf7a-733394c95001,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_scrapwaste_stanton2_smallgrade.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_ScrapWaste_Stanton2,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,05a09fee-89c2-428f-8b29-2bdef084000e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_scrapwaste_stanton2.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_ScrapWaste_Stanton3_SmallGrade,Covalex_HaulCargo_MultiToSingle_desc_ScrapWaste_Stanton3,"Reward: 74,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,74250,UEC,300,,2,7623d80b-2ba3-42ec-8915-e783fefbeceb,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_scrapwaste_stanton3_smallgrade.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_ScrapWaste_Stanton3,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,41d950f0-db61-444b-b8e1-2c7e26bfb54f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_scrapwaste_stanton3.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_ScrapWaste_Stanton4_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 95,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,95000,UEC,300,,3,a102b230-9ef8-43d4-ae62-e1cbd6232a14,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_scrapwaste_stanton4_smallgrade.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_ScrapWaste_Stanton4_SmallGrade1,HaulCargo_MultiToSingle_desc,"Reward: 96,500 aUEC\nTime Limit: 360 min\nCooldown: 5 min",5 min,96500,UEC,360,,2,10303194-e1be-440b-aec7-2c4b1516541c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_scrapwaste_stanton4_smallgrade1.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_ScrapWaste_Stanton4,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,5d16e633-3d1a-4935-8fba-a76e2d394515,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_scrapwaste_stanton4.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_ScrapWaste_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,bdd8c037-c046-4e54-b9b4-c9dbad91a2d4,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_scrapwaste_template.xml
HaulCargo_Multi3ToSingle_Waste_Mixed_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,27c081eb-b0c5-4cf9-80fa-0541c1f0b9e7,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_mixed_template.xml
HaulCargo_Multi3ToSingle_Waste_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,f8ab4b95-0f50-4a86-be7d-fb94b27fcb65,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_template.xml
HaulCargo_Multi3ToSingle_Waste_Waste_CrossStanton,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,d4694918-8260-4b6a-872c-867ff4bb3526,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_waste_crossstanton.xml
HaulCargo_Multi3ToSingle_Waste_Waste_Stanton_BulkGrade,HaulCargo_MultiToSingle_desc,"Reward: 209,500 aUEC\nTime Limit: 540 min\nCooldown: 20 min",20 min,209500,UEC,540,,2,ed7a6024-f339-4dd8-8b25-7f8e581fbc4f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_waste_stanton_bulkgrade.xml
HaulCargo_Multi3ToSingle_Waste_Waste_Stanton1_SmallGrade,Covalex_HaulCargo_MultiToSingle_Waste_Waste_Stanton1,"Reward: 60,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,60750,UEC,300,,2,b21932b6-67fb-4590-afc2-ab4c0ecce60d,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_waste_stanton1_smallgrade.xml
HaulCargo_Multi3ToSingle_Waste_Waste_Stanton1_SmallGrade1,Covalex_HaulCargo_MultiToSingle_Waste_Waste_Stanton1,"Reward: 108,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,108500,UEC,300,,3,41706e2b-ea0b-4e41-95fc-0a18922ffd7e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_waste_stanton1_smallgrade1.xml
HaulCargo_Multi3ToSingle_Waste_Waste_Stanton1_SmallGrade2,Covalex_HaulCargo_MultiToSingle_Waste_Waste_Stanton1,"Reward: 108,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,108500,UEC,300,,3,fed0b2f7-faf5-415c-8b2e-1e87ff49ec07,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_waste_stanton1_smallgrade2.xml
HaulCargo_Multi3ToSingle_Waste_Waste_Stanton1_SupplyGrade,Covalex_HaulCargo_MultiToSingle_Waste_Waste_Stanton1,"Reward: 138,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,138000,UEC,300,,3,1013ff3b-8daf-49a4-b89f-231828598c3f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_waste_stanton1_supplygrade.xml
HaulCargo_Multi3ToSingle_Waste_Waste_Stanton1,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,8da82995-5418-48d4-ab85-1483eeb73986,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_waste_stanton1.xml
HaulCargo_Multi3ToSingle_Waste_Waste_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,2d0bc7e8-02d4-4b75-b44f-1dca2e2a5a90,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi3tosingle_waste_waste_template.xml
HaulCargo_Multi4ToSingle_RawOre_Mixed_AluminiumTungstenCorundum_Stanton3_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 134,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,134750,UEC,300,,3,7692d9b4-1fc0-4e9a-a298-34d056b2a8e6,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi4tosingle_rawore_mixed_aluminiumtungstencorundum_stanton3_smallgrade.xml
HaulCargo_Multi4ToSingle_RawOre_Mixed_AluminiumTungstenCorundum_Stanton3,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,234336e8-94bc-4c7b-9081-a67b2596f740,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi4tosingle_rawore_mixed_aluminiumtungstencorundum_stanton3.xml
HaulCargo_Multi4ToSingle_RawOre_Mixed_AluminiumTungstenCorundum_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,9d8c4ddd-6695-44d4-b779-436f6bcf5726,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi4tosingle_rawore_mixed_aluminiumtungstencorundum_template.xml
HaulCargo_Multi4ToSingle_RawOre_Mixed_QuartzCorundum_Stanton4_SmallGrade,HaulCargo_MultiToSingle_desc,"Reward: 153,250 aUEC\nTime Limit: 360 min\nCooldown: 5 min",5 min,153250,UEC,360,,3,b8abe1ba-0dd9-4b26-9a8e-3f5beca92e44,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi4tosingle_rawore_mixed_quartzcorundum_stanton4_smallgrade.xml
HaulCargo_Multi4ToSingle_RawOre_Mixed_QuartzCorundum_Stanton4,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,c8ea204e-d0b1-40b5-8d68-c12b9c9e1274,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi4tosingle_rawore_mixed_quartzcorundum_stanton4.xml
HaulCargo_Multi4ToSingle_RawOre_Mixed_QuartzCorundum_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,01ee508d-4c93-46f6-a3d0-c1fef783f3f7,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi4tosingle_rawore_mixed_quartzcorundum_template.xml
HaulCargo_Multi4ToSingle_RawOre_Mixed_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,33d0d44f-26fb-48d2-b01e-7a5e396e7fc4,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi4tosingle_rawore_mixed_template.xml
HaulCargo_Multi4ToSingle_RawOre_TEMPLATE,HaulCargo_MultiToSingle_desc,"Reward: 5,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,5000,UEC,300,,3,33635bf7-61be-46da-ad58-cfea99e83986,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_multi4tosingle_rawore_template.xml
